brand,model_full,year,km,fuel,gearbox,price
CITROEN,CITROEN C4 (2E GENERATION),2018.0,103221.0, Essence, mécanique,13400.0
PORSCHE,PORSCHE MACAN,2018.0,38599.0, Essence, automatique,89410.0
VOLKSWAGEN,VOLKSWAGEN COCCINELLE,2012.0,137008.0, Essence, automatique,18580.0
MINI,MINI COUNTRYMAN 2,2019.0,18544.0, Essence, automatique,35630.0
RENAULT,RENAULT CLIO 5,2020.0,13898.0, Essence, mécanique,18610.0
VOLKSWAGEN,VOLKSWAGEN T-ROC,2019.0,69703.0, Essence, mécanique,22740.0
MASERATI,MASERATI QUATTROPORTE 6,2015.0,91913.0, Essence, automatique,55520.0
FORD,FORD FOCUS 3 SW,2018.0,115795.0, Diesel, mécanique,12740.0
RENAULT,RENAULT CLIO 5,2022.0,11.0, Essence, mécanique,18600.0
SKODA,SKODA FABIA 3,2021.0,9463.0, Essence, mécanique,21980.0
FIAT,FIAT 500 (2E GENERATION),2019.0,32864.0, Essence, mécanique,12630.0
RENAULT,RENAULT CLIO 4,2019.0,45988.0, Diesel, mécanique,14500.0
MERCEDES,MERCEDES SL 2 AMG,2004.0,137622.0, Essence, automatique,39180.0
PEUGEOT,PEUGEOT 208,2020.0,11715.0, Essence, mécanique,16360.0
KIA,KIA SPORTAGE 4,2017.0,86044.0, Diesel, mécanique,18060.0
VOLKSWAGEN,VOLKSWAGEN TRANSPORTER 6,2019.0,99823.0, Diesel, mécanique,27580.0
MERCEDES,MERCEDES CLASSE B 3,2021.0,19583.0, Essence, automatique,37820.0
BMW,BMW X1 F48,2018.0,83329.0, Diesel, automatique,37500.0
PEUGEOT,PEUGEOT 2008,2019.0,51335.0, Essence, mécanique,17970.0
BMW,BMW SERIE 6 F06 GRAN COUPE M6,2014.0,74330.0, Essence, automatique,63580.0
CITROEN,CITROEN C5 AIRCROSS,2022.0,6743.0, Essence, mécanique,28640.0
BENTLEY,BENTLEY CONTINENTAL GT,2010.0,112320.0, Essence, automatique,68440.0
CITROEN,CITROEN C4 (3E GENERATION),2022.0,1.0, Essence, mécanique,29640.0
PORSCHE,PORSCHE BOXSTER 2 TYPE 987,2011.0,90203.0, Essence, automatique,49180.0
OPEL,OPEL CROSSLAND X,2019.0,29240.0, Essence, mécanique,13230.0
FIAT,FIAT 500 X,2022.0,11.0, Essence, mécanique,21780.0
PEUGEOT,PEUGEOT 208,2018.0,31193.0, Essence, mécanique,14610.0
LOTUS,LOTUS EVORA,2017.0,34416.0, Essence, mécanique,91280.0
DS,DS DS 7 CROSSBACK,2022.0,4683.0, Hybride essence électrique, automatique,57220.0
RENAULT,RENAULT CLIO 5,2022.0,12.0, Essence, mécanique,20210.0
CUPRA,CUPRA FORMENTOR,2021.0,9166.0, Essence, automatique,67720.0
OPEL,OPEL MOKKA X,2019.0,30710.0, Diesel, mécanique,19740.0
ALFA,ALFA ROMEO GIULIA 2 QUADRIFOGLIO,2018.0,126865.0, Essence, automatique,53480.0
FORD,FORD PUMA 2,2022.0,12960.0, Essence, mécanique,24730.0
CUPRA,CUPRA FORMENTOR,2022.0,11.0, Essence, automatique,38550.0
BMW,BMW X3 G01,2019.0,72736.0, Diesel, automatique,57110.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2019.0,45680.0, Diesel, automatique,21480.0
PEUGEOT,PEUGEOT 5008,2016.0,107885.0, Diesel, mécanique,15240.0
MERCEDES,MERCEDES GLC,2020.0,66698.0, Diesel, automatique,49960.0
VOLKSWAGEN,VOLKSWAGEN TOURAN 3,2020.0,69556.0, Diesel, automatique,33290.0
BMW,BMW SERIE 5 G31 TOURING,2018.0,76680.0, Diesel, automatique,40440.0
AUDI,AUDI Q5,2014.0,177021.0, Diesel, automatique,25370.0
BMW,BMW SERIE 3 E93 CABRIOLET,2011.0,166389.0, Diesel, mécanique,18830.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7 GTI,2021.0,15393.0, Essence, automatique,44460.0
FIAT,FIAT TALENTO,2019.0,66389.0, Diesel, mécanique,22800.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2019.0,38069.0, Essence, mécanique,28150.0
CITROEN,CITROEN C5 AIRCROSS,2020.0,2837.0, Essence, mécanique,32050.0
RENAULT,RENAULT CLIO 4 ESTATE,2021.0,34650.0, Essence, mécanique,14680.0
ALFA,ALFA ROMEO STELVIO,2020.0,53537.0, Essence, automatique,48150.0
KIA,KIA STONIC,2022.0,11.0, Essence, mécanique,21040.0
VOLKSWAGEN,VOLKSWAGEN POLO 6,2022.0,10600.0, Essence, mécanique,18330.0
OPEL,OPEL GRANDLAND X,2019.0,66388.0, Diesel, mécanique,22210.0
HYUNDAI,HYUNDAI I40 SW,2019.0,128518.0, Diesel, automatique,20420.0
CITROEN,CITROEN C3 ENTREPRISE (2E GENERATION),2017.0,131225.0, Diesel, mécanique,8170.0
CITROEN,CITROEN C4 CACTUS,2019.0,126172.0, Diesel, mécanique,14860.0
FIAT,FIAT TIPO 2,2018.0,39379.0, Diesel, mécanique,18100.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2022.0,15120.0, Diesel, automatique,42010.0
BMW,BMW SERIE 2 F45 ACTIVE TOURER,2018.0,51961.0, Diesel, automatique,27240.0
SKODA,SKODA FABIA 3,2022.0,17124.0, Essence, mécanique,19700.0
SEAT,SEAT LEON 4 ST,2022.0,20619.0, Diesel, automatique,36090.0
OPEL,OPEL CORSA 5,2019.0,63133.0, Essence, mécanique,10810.0
RENAULT,RENAULT MEGANE 4,2018.0,118741.0, Diesel, mécanique,16870.0
PEUGEOT,PEUGEOT 2008,2019.0,40997.0, Essence, mécanique,14670.0
RENAULT,RENAULT TALISMAN ESTATE,2020.0,104380.0, Diesel, automatique,22800.0
CITROEN,CITROEN BERLINGO 3 MULTISPACE,2022.0,4192.0, Diesel, mécanique,28500.0
VOLKSWAGEN,VOLKSWAGEN PASSAT 8 SW,2020.0,92645.0, Diesel, automatique,20640.0
VOLKSWAGEN,VOLKSWAGEN CADDY 4 FOURGON,2022.0,14880.0, Diesel, mécanique,22920.0
BMW,BMW SERIE 4 F82 M4,2018.0,67678.0, Essence, automatique,68910.0
BMW,BMW X1 F48,2019.0,92245.0, Diesel, automatique,31060.0
SEAT,SEAT ATECA,2019.0,60270.0, Essence, mécanique,25060.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2021.0,11.0, Diesel, automatique,50040.0
VOLKSWAGEN,VOLKSWAGEN T-CROSS,2022.0,11.0, Essence, automatique,33040.0
AUDI,AUDI A4 (5E GENERATION) AVANT,2017.0,112138.0, Diesel, mécanique,20790.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,8281.0, Hybride essence électrique, automatique,51400.0
BMW,BMW X4 F26,2016.0,140970.0, Diesel, automatique,28740.0
RENAULT,RENAULT CLIO 4,2019.0,38448.0, Essence, mécanique,13900.0
JEEP,JEEP COMPASS 2,2020.0,9628.0, Diesel, mécanique,28830.0
AUDI,AUDI A5 SPORTBACK (2E GENERATION),2022.0,26813.0, Diesel, automatique,60370.0
CITROEN,CITROEN C4 CACTUS,2020.0,67397.0, Diesel, mécanique,16360.0
AUDI,AUDI Q5,2015.0,143470.0, Diesel, automatique,29500.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2021.0,22451.0, Essence, automatique,28620.0
SEAT,SEAT IBIZA 5,2020.0,35670.0, Essence, mécanique,14730.0
MERCEDES,MERCEDES CLASSE C 4 SW,2018.0,94656.0, Hybride diesel électrique, automatique,27730.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8,2022.0,28090.0, Diesel, automatique,42420.0
BMW,BMW SERIE 1 E87 5 PORTES,2010.0,179331.0, Diesel, mécanique,10130.0
RENAULT,RENAULT KANGOO 2 EXPRESS,2017.0,85215.0, Diesel, mécanique,16230.0
FIAT,FIAT 500 X,2021.0,31503.0, Essence, mécanique,21330.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2021.0,49735.0, Diesel, automatique,39580.0
BMW,BMW X1 F48,2019.0,50630.0, Diesel, automatique,31700.0
FORD,FORD C-MAX 2,2019.0,112041.0, Diesel, mécanique,16220.0
OPEL,OPEL MOKKA X,2018.0,101387.0, Diesel, mécanique,15380.0
MERCEDES,MERCEDES CLASSE E 5,2021.0,29129.0, Hybride diesel électrique, automatique,61860.0
OPEL,OPEL MOKKA X,2018.0,55412.0, Essence, automatique,19540.0
RENAULT,RENAULT CLIO 5,2022.0,11.0, Essence, mécanique,21070.0
CITROEN,CITROEN C4 (3E GENERATION),2022.0,121.0, Diesel, automatique,30840.0
FIAT,FIAT FIORINO 4 FOURGON,2019.0,28112.0, Diesel, mécanique,11740.0
BMW,BMW X4 F26,2016.0,153846.0, Diesel, automatique,37620.0
OPEL,OPEL GRANDLAND X,2018.0,35367.0, Essence, automatique,26550.0
PORSCHE,PORSCHE TAYCAN,2022.0,20024.0, Electrique, automatique,175130.0
AUDI,AUDI TT 2 S,2011.0,119400.0, Essence, automatique,28170.0
PEUGEOT,PEUGEOT 208,2018.0,64065.0, Diesel, mécanique,16380.0
PEUGEOT,PEUGEOT 108,2021.0,17054.0, Essence, mécanique,14360.0
FORD,FORD FOCUS 4,2022.0,11.0, Essence, mécanique,29620.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8 GTI,2022.0,938.0, Essence, automatique,71120.0
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTSVAN,2018.0,90191.0, Diesel, mécanique,17970.0
DS,DS DS 3,2017.0,76540.0, Diesel, mécanique,14820.0
RENAULT,RENAULT KADJAR,2022.0,12.0, Essence, automatique,30170.0
PORSCHE,PORSCHE CAYENNE 3 COUPE,2022.0,22040.0, Hybride essence électrique, automatique,160080.0
MERCEDES,MERCEDES VITO 3,2018.0,147620.0, Diesel, automatique,39800.0
AUDI,AUDI A4 (5E GENERATION) AVANT,2018.0,30580.0, Diesel, automatique,42610.0
DACIA,DACIA SANDERO 2,2020.0,14814.0, Essence, mécanique,8860.0
FIAT,FIAT 500 (2E GENERATION),2020.0,58958.0, Essence, mécanique,15970.0
ABARTH,ABARTH 500 (2E GENERATION),2019.0,28448.0, Essence, automatique,24620.0
PORSCHE,PORSCHE MACAN,2016.0,80938.0, Essence, automatique,69870.0
FORD,FORD F150,2019.0,37440.0, Essence, automatique,87630.0
CHEVROLET,CHEVROLET CAMARO 6,2018.0,46767.0, Essence, automatique,70090.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,24.0, Essence, mécanique,24580.0
VOLKSWAGEN,VOLKSWAGEN GOLF 6,2013.0,100580.0, Essence, mécanique,9610.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2022.0,20689.0, Essence, automatique,36210.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,10947.0, Hybride essence électrique, automatique,58910.0
DODGE,DODGE RAM,2022.0,21.0, Essence, automatique,146890.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2020.0,12223.0, Diesel, automatique,31300.0
JAGUAR,JAGUAR F-PACE,2017.0,138021.0, Diesel, automatique,32740.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2022.0,6328.0, Essence, mécanique,25870.0
CITROEN,CITROEN C3 (3E GENERATION),2019.0,27608.0, Essence, mécanique,13430.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2019.0,61478.0, Diesel, mécanique,25940.0
BMW,BMW SERIE 1 F40,2022.0,10941.0, Essence, automatique,39750.0
NISSAN,NISSAN MICRA 5,2020.0,26991.0, Essence, mécanique,16220.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,81755.0, Diesel, mécanique,18700.0
PEUGEOT,PEUGEOT 208,2015.0,123087.0, Essence, automatique,12900.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7 GTI,2018.0,67980.0, Essence, automatique,29670.0
DS,DS DS 7 CROSSBACK,2020.0,24150.0, Hybride essence électrique, automatique,47140.0
AUDI,AUDI RS3 SPORTBACK,2016.0,58200.0, Essence, automatique,50380.0
PEUGEOT,PEUGEOT 207 CC,2009.0,142980.0, Essence, mécanique,7470.0
BMW,BMW X3 G01,2020.0,33250.0, Diesel, automatique,73610.0
DS,DS DS 7 CROSSBACK,2019.0,24304.0, Essence, automatique,40300.0
MAZDA,MAZDA MX5 (4E GENERATION) RF,2019.0,39632.0, Essence, mécanique,28020.0
CITROEN,CITROEN C3 (2E GENERATION),2017.0,66577.0, Diesel, mécanique,11650.0
MAZDA,MAZDA MX5 (3E GENERATION),2007.0,97377.0, Essence, mécanique,16290.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2022.0,10998.0, Diesel, automatique,44430.0
RENAULT,RENAULT KADJAR,2019.0,43517.0, Essence, automatique,17470.0
CITROEN,CITROEN JUMPY 3 FOURGON,2018.0,118264.0, Diesel, mécanique,20040.0
MERCEDES,MERCEDES CLASSE C 4 SW,2019.0,84984.0, Diesel, automatique,37040.0
RENAULT,RENAULT SCENIC 3,2016.0,124505.0, Diesel, mécanique,15610.0
MERCEDES,MERCEDES CLASSE A 3,2018.0,77025.0, Diesel, automatique,22380.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2022.0,11029.0, Diesel, mécanique,23820.0
MERCEDES,MERCEDES GLA,2017.0,130900.0, Diesel, automatique,22490.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2020.0,48000.0, Essence, automatique,25180.0
FORD,FORD MONDEO 4,2016.0,90266.0, Essence, mécanique,17090.0
VOLKSWAGEN,VOLKSWAGEN T-ROC,2022.0,13888.0, Essence, automatique,35830.0
MERCEDES,MERCEDES SLK 3,2014.0,106763.0, Essence, automatique,26230.0
PEUGEOT,PEUGEOT 2008,2019.0,50717.0, Essence, mécanique,19530.0
KIA,KIA RIO 3,2019.0,63769.0, Diesel, mécanique,15030.0
BMW,BMW SERIE 1 F21 3 PORTES,2019.0,70915.0, Essence, automatique,26070.0
RENAULT,RENAULT ZOE,2020.0,6826.0, Electrique, automatique,23970.0
PORSCHE,PORSCHE MACAN,2019.0,62880.0, Essence, automatique,100680.0
MINI,MINI MINI 3 3P,2019.0,43313.0, Diesel, automatique,30340.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2016.0,81740.0, Essence, mécanique,18170.0
VOLKSWAGEN,VOLKSWAGEN POLO 6,2020.0,42126.0, Essence, mécanique,14260.0
SEAT,SEAT ARONA,2019.0,48281.0, Essence, mécanique,15780.0
BMW,BMW SERIE 5 G30,2018.0,107445.0, Diesel, automatique,40340.0
NISSAN,NISSAN X-TRAIL 3,2018.0,96137.0, Diesel, mécanique,18640.0
CITROEN,CITROEN C4 CACTUS,2020.0,83039.0, Essence, automatique,18040.0
OPEL,OPEL INSIGNIA 2 SPORTS TOURER,2021.0,29.0, Diesel, automatique,30930.0
SEAT,SEAT ATECA,2018.0,77688.0, Essence, automatique,24980.0
CITROEN,CITROEN C4 PICASSO 2,2018.0,105722.0, Diesel, mécanique,15910.0
RENAULT,RENAULT MEGANE 4,2021.0,18419.0, Diesel, mécanique,23110.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2018.0,25915.0, Essence, mécanique,25180.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,17738.0, Essence, mécanique,18860.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2022.0,11.0, Essence, automatique,30780.0
FIAT,FIAT TIPO 2 SW,2020.0,56128.0, Diesel, mécanique,16570.0
RENAULT,RENAULT CLIO 5,2020.0,34291.0, Essence, mécanique,17420.0
RENAULT,RENAULT KADJAR,2021.0,37816.0, Diesel, mécanique,24690.0
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTSVAN,2020.0,23521.0, Essence, mécanique,25280.0
BMW,BMW SERIE 5 G30,2020.0,67014.0, Diesel, automatique,39230.0
RENAULT,RENAULT CAPTUR,2020.0,57511.0, Essence, mécanique,19110.0
LAND,LAND ROVER RANGE ROVER SPORT 2,2018.0,173228.0, Diesel, automatique,44380.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2020.0,34720.0, Essence, automatique,25180.0
MERCEDES,MERCEDES CLASSE C 5 SW,2022.0,11235.0, Diesel, automatique,42690.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,8478.0, Essence, mécanique,38120.0
VOLKSWAGEN,VOLKSWAGEN POLO 5,2015.0,128526.0, Diesel, mécanique,13290.0
BMW,BMW SERIE 1 F20 5 PORTES,2019.0,26515.0, Essence, mécanique,25710.0
CITROEN,CITROEN C1 (2E GENERATION),2020.0,45260.0, Essence, mécanique,9700.0
CITROEN,CITROEN C3 (3E GENERATION),2020.0,42958.0, Diesel, mécanique,15000.0
RENAULT,RENAULT KADJAR,2019.0,61310.0, Diesel, automatique,21940.0
FORD,FORD FOCUS 4,2022.0,11.0, Essence, mécanique,25600.0
NISSAN,NISSAN X-TRAIL 3,2017.0,51648.0, Diesel, mécanique,22110.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2019.0,69205.0, Diesel, mécanique,24840.0
BMW,BMW X2 F39,2021.0,29702.0, Diesel, automatique,46990.0
SUZUKI,SUZUKI IGNIS 3,2021.0,1940.0, Essence, mécanique,17380.0
MERCEDES,MERCEDES CLASSE B 2,2017.0,139268.0, Diesel, automatique,20380.0
PEUGEOT,PEUGEOT 308 SW,2009.0,186820.0, Diesel, mécanique,9980.0
JAGUAR,JAGUAR XJ8,2004.0,148941.0, Essence, automatique,19010.0
RENAULT,RENAULT TRAFIC 3,2019.0,146135.0, Diesel, mécanique,17780.0
OPEL,OPEL ADAM,2019.0,32462.0, Essence, mécanique,12950.0
PORSCHE,PORSCHE 911 TYPE 991,2018.0,89271.0, Essence, automatique,130690.0
CITROEN,CITROEN C4 PICASSO 2,2018.0,144950.0, Diesel, automatique,15780.0
AUDI,AUDI Q3,2015.0,155598.0, Diesel, mécanique,21330.0
BMW,BMW SERIE 3 GT F34,2018.0,136880.0, Diesel, mécanique,22020.0
DACIA,DACIA LOGAN 2 MCV,2017.0,88061.0, Essence, mécanique,9610.0
RENAULT,RENAULT KADJAR,2018.0,65572.0, Essence, automatique,18000.0
BMW,BMW Z4 G29,2020.0,10452.0, Essence, automatique,69850.0
VOLKSWAGEN,VOLKSWAGEN POLO 6,2022.0,7400.0, Essence, automatique,26140.0
RENAULT,RENAULT CLIO 4 SOCIETE,2017.0,72386.0, Diesel, mécanique,11230.0
VOLKSWAGEN,VOLKSWAGEN PASSAT 8,2019.0,39689.0, Hybride essence électrique, automatique,29190.0
TOYOTA,TOYOTA COROLLA 12,2022.0,7894.0, Hybride essence électrique, automatique,29480.0
PEUGEOT,PEUGEOT 5008 (2E GENERATION),2019.0,110694.0, Diesel, automatique,34360.0
PORSCHE,PORSCHE 911 TYPE 997 CABRIOLET,2006.0,124976.0, Essence, automatique,51340.0
VOLVO,VOLVO XC60 (2E GENERATION),2022.0,13415.0, Hybride essence électrique, automatique,60390.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2018.0,139851.0, Diesel, mécanique,23600.0
AUDI,AUDI Q5,2016.0,62620.0, Essence, automatique,35940.0
MERCEDES,MERCEDES CLASSE A 3,2014.0,115800.0, Diesel, automatique,22780.0
MINI,MINI MINI 2 3P,2013.0,101244.0, Diesel, automatique,13090.0
PEUGEOT,PEUGEOT 2008,2020.0,36448.0, Diesel, mécanique,20570.0
FORD,FORD MUSTANG 5 COUPE,2014.0,39974.0, Essence, mécanique,64790.0
AUDI,AUDI Q5 (2E GENERATION),2021.0,25446.0, Diesel, automatique,53920.0
RENAULT,RENAULT CLIO 5,2022.0,12.0, Essence, automatique,22470.0
PEUGEOT,PEUGEOT PARTNER 2 FOURGON,2018.0,26893.0, Electrique, automatique,16320.0
ASTON,ASTON MARTIN DB11,2018.0,19360.0, Essence, automatique,188760.0
JAGUAR,JAGUAR F-PACE,2017.0,48097.0, Diesel, automatique,40100.0
NISSAN,NISSAN QASHQAI 2,2015.0,113283.0, Essence, automatique,17820.0
RENAULT,RENAULT MASTER 3,2022.0,1.0, Diesel, mécanique,36160.0
FIAT,FIAT 500 X,2020.0,101794.0, Diesel, mécanique,18130.0
DACIA,DACIA SANDERO 2,2018.0,32818.0, Essence, mécanique,12180.0
VOLKSWAGEN,VOLKSWAGEN POLO 6,2022.0,12.0, Essence, mécanique,27650.0
MINI,MINI COUNTRYMAN 2,2019.0,33966.0, Essence, mécanique,25900.0
AUDI,AUDI RS4 (5E GENERATION) AVANT,2019.0,67276.0, Essence, automatique,99080.0
DS,DS DS 4,2017.0,116792.0, Diesel, automatique,15210.0
AUDI,AUDI Q5 (2E GENERATION),2019.0,48991.0, Diesel, automatique,49590.0
BMW,BMW SERIE 3 E93 CABRIOLET,2014.0,106038.0, Diesel, mécanique,26200.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2019.0,110221.0, Diesel, automatique,20980.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2022.0,6148.0, Essence, mécanique,21090.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2 ALLSPACE,2022.0,11600.0, Diesel, automatique,51730.0
MAZDA,MAZDA MX5,2000.0,123170.0, Essence, mécanique,9020.0
VOLKSWAGEN,VOLKSWAGEN TOUAREG 2,2017.0,64323.0, Diesel, automatique,38730.0
CITROEN,CITROEN BERLINGO 3 MULTISPACE,2022.0,7137.0, Diesel, mécanique,25700.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,2912.0, Hybride essence électrique, automatique,48620.0
RENAULT,RENAULT CLIO 5,2020.0,59335.0, Diesel, mécanique,15200.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,16138.0, Essence, mécanique,21400.0
OPEL,OPEL ASTRA 5 SPORTS TOURER,2019.0,29224.0, Essence, ,17580.0
PEUGEOT,PEUGEOT 208,2017.0,52639.0, Diesel, mécanique,14980.0
RENAULT,RENAULT MEGANE 4,2019.0,63879.0, Essence, mécanique,14680.0
AUDI,AUDI Q3 (2E GENERATION),2021.0,12226.0, Hybride essence électrique, automatique,80350.0
TOYOTA,TOYOTA RAV 4 (5E GENERATION),2020.0,22487.0, Hybride essence électrique, automatique,45180.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,5336.0, Hybride essence électrique, automatique,44070.0
BMW,BMW SERIE 2 F46 GRAN TOURER,2018.0,91488.0, Diesel, automatique,28040.0
PORSCHE,PORSCHE MACAN,2018.0,38812.0, Essence, automatique,74180.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2021.0,33542.0, Diesel, automatique,36190.0
CITROEN,CITROEN SPACETOURER,2020.0,40111.0, Diesel, mécanique,30720.0
AUDI,AUDI Q5,2018.0,79518.0, Diesel, automatique,33810.0
PEUGEOT,PEUGEOT 308 CC,2012.0,167339.0, Diesel, mécanique,12010.0
PEUGEOT,PEUGEOT 508 (2E GENERATION) SW,2021.0,28905.0, Hybride essence électrique, automatique,46610.0
AUDI,AUDI A1 (2E GENERATION) CITYCARVER,2021.0,2209.0, Essence, mécanique,27620.0
PORSCHE,PORSCHE 911 TYPE 992 TARGA,2021.0,9889.0, Essence, automatique,214390.0
PEUGEOT,PEUGEOT 2008,2018.0,42719.0, Diesel, mécanique,19780.0
AUDI,AUDI A6 (4E GENERATION) AVANT,2019.0,79502.0, Essence, automatique,37160.0
BMW,BMW SERIE 1 F21 3 PORTES,2019.0,60062.0, Diesel, automatique,34790.0
MERCEDES-AMG,MERCEDES-AMG GT ROADSTER,2019.0,36297.0, Essence, automatique,135300.0
DS,DS DS 3 CROSSBACK,2021.0,9234.0, Essence, automatique,31300.0
OPEL,OPEL GRANDLAND X,2021.0,19215.0, Diesel, automatique,28330.0
CITROEN,CITROEN C4 CACTUS,2021.0,14686.0, Essence, mécanique,17260.0
BMW,BMW SERIE 5 G31 TOURING,2018.0,74276.0, Diesel, automatique,44500.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2020.0,49519.0, Diesel, mécanique,19870.0
RENAULT,RENAULT MEGANE 4,2022.0,12.0, Diesel, mécanique,28040.0
AUDI,AUDI Q5 (2E GENERATION),2020.0,67724.0, Diesel, automatique,49120.0
PEUGEOT,PEUGEOT 2008,2018.0,112597.0, Diesel, mécanique,13060.0
AUDI,AUDI S3 (3E GENERATION) BERLINE,2018.0,53675.0, Essence, automatique,39530.0
PORSCHE,PORSCHE BOXSTER 3 TYPE 981,2013.0,78883.0, Essence, mécanique,50730.0
CITROEN,CITROEN C-ZERO,2018.0,17351.0, Electrique, automatique,13630.0
RENAULT,RENAULT CAPTUR,2016.0,123726.0, Diesel, automatique,12530.0
PEUGEOT,PEUGEOT 508,2014.0,138921.0, Hybride diesel électrique, automatique,13910.0
RENAULT,RENAULT CLIO 5,2022.0,12.0, Essence, automatique,24770.0
CITROEN,CITROEN C4 SPACETOURER,2019.0,76224.0, Diesel, mécanique,19610.0
BMW,BMW I3,2020.0,30230.0, Electrique, automatique,35530.0
CITROEN,CITROEN C4 PICASSO 2,2018.0,106861.0, Diesel, mécanique,16500.0
LAND,LAND ROVER RANGE ROVER VELAR,2021.0,33499.0, Diesel, automatique,83180.0
RENAULT,RENAULT MEGANE 4,2017.0,68256.0, Diesel, mécanique,14560.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8,2022.0,108.0, Essence, automatique,36600.0
MASERATI,MASERATI LEVANTE,2019.0,19775.0, Essence, automatique,102710.0
PEUGEOT,PEUGEOT BOXER 2,2019.0,83640.0, Diesel, mécanique,19930.0
DS,DS DS 4 CROSSBACK,2018.0,65182.0, Essence, mécanique,20860.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,52593.0, Diesel, mécanique,19530.0
SKODA,SKODA FABIA 3,2022.0,8851.0, Essence, automatique,19010.0
PEUGEOT,PEUGEOT 508 (2E GENERATION),2020.0,33877.0, Diesel, automatique,35320.0
VOLVO,VOLVO XC40,2020.0,49513.0, Diesel, automatique,36640.0
AUDI,AUDI Q2,2022.0,21600.0, Essence, automatique,39850.0
RENAULT,RENAULT CLIO 4,2018.0,49020.0, Diesel, mécanique,12530.0
MERCEDES,MERCEDES CLASSE C 4,2022.0,31178.0, Diesel, automatique,47980.0
BMW,BMW X2 F39,2019.0,87511.0, Diesel, automatique,45730.0
AUDI,AUDI A3 (4E GENERATION) SPORTBACK,2021.0,11400.0, Hybride essence électrique, automatique,53880.0
CITROEN,CITROEN C3 (3E GENERATION),2022.0,17927.0, Essence, mécanique,20890.0
RENAULT,RENAULT MEGANE 4,2022.0,12.0, Diesel, automatique,30480.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2019.0,60741.0, Diesel, automatique,37370.0
OPEL,OPEL GRANDLAND X,2020.0,32675.0, Essence, automatique,25090.0
TOYOTA,TOYOTA COROLLA 12 TOURING SPORTS,2022.0,8260.0, Hybride essence électrique, automatique,38330.0
RENAULT,RENAULT SCENIC 4,2019.0,32678.0, Diesel, mécanique,19060.0
NISSAN,NISSAN JUKE,2019.0,65749.0, Diesel, mécanique,14080.0
RENAULT,RENAULT CLIO 5,2022.0,125.0, Essence, mécanique,22860.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2016.0,88215.0, Essence, automatique,19820.0
PEUGEOT,PEUGEOT 208 AFFAIRE,2019.0,53844.0, Diesel, mécanique,14250.0
FORD,FORD KUGA 2,2019.0,131679.0, Diesel, mécanique,19950.0
ALFA,ALFA ROMEO GIULIETTA 3,2018.0,97603.0, Diesel, mécanique,15790.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2022.0,2590.0, Diesel, automatique,40100.0
VOLVO,VOLVO XC60,2017.0,80715.0, Diesel, automatique,30490.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,24285.0, Essence, mécanique,18120.0
