brand,model_full,year,km,fuel,gearbox,price
MINI,MINI MINI 3 5P,2018.0,65886.0, Diesel, automatique,23570.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2020.0,52250.0, Essence, mécanique,24980.0
JAGUAR,JAGUAR F-PACE,2018.0,46358.0, Diesel, automatique,39180.0
DACIA,DACIA SANDERO 2 STEPWAY,2022.0,12876.0, Essence, automatique,18430.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2017.0,125738.0, Diesel, mécanique,14010.0
MERCEDES,MERCEDES CLASSE C 4 COUPE,2020.0,36922.0, Diesel, automatique,50340.0
OPEL,OPEL INSIGNIA 2 GRAND SPORT,2018.0,97001.0, Diesel, mécanique,23210.0
CITROEN,CITROEN C1 (2E GENERATION),2022.0,4551.0, Essence, mécanique,12190.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2019.0,84210.0, Diesel, mécanique,28130.0
RENAULT,RENAULT CLIO 4,2017.0,137313.0, Diesel, mécanique,8540.0
JAGUAR,JAGUAR XF 2,2020.0,23997.0, Diesel, automatique,38100.0
TOYOTA,TOYOTA COROLLA 12,2021.0,14874.0, Hybride essence électrique, automatique,26320.0
PORSCHE,PORSCHE 911 TYPE 991 TURBO,2014.0,61094.0, Essence, automatique,149830.0
PEUGEOT,PEUGEOT 207 CC,2013.0,175080.0, Essence, mécanique,7080.0
BMW,BMW SERIE 2 F45 ACTIVE TOURER,2018.0,36703.0, Hybride essence électrique, automatique,28330.0
BMW,BMW SERIE 5 F10,2014.0,131639.0, Diesel, automatique,35680.0
MERCEDES,MERCEDES GLC,2017.0,84975.0, Hybride essence électrique, automatique,40100.0
FORD,FORD MUSTANG 6 COUPE,2017.0,35520.0, Essence, mécanique,90900.0
CITROEN,CITROEN JUMPY 3 FOURGON,2019.0,239251.0, Diesel, mécanique,16080.0
RENAULT,RENAULT CLIO 5,2022.0,13.0, Diesel, mécanique,26230.0
CITROEN,CITROEN C3 (3E GENERATION),2019.0,50588.0, Diesel, mécanique,15820.0
NISSAN,NISSAN 370Z ROADSTER,2014.0,63063.0, Essence, automatique,33910.0
PORSCHE,PORSCHE TAYCAN,2022.0,4398.0, Electrique, automatique,133730.0
PEUGEOT,PEUGEOT 108,2021.0,14508.0, Essence, mécanique,13620.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2018.0,126429.0, Diesel, mécanique,16620.0
FIAT,FIAT 500 X,2022.0,6.0, Essence, mécanique,36720.0
MERCEDES,MERCEDES CLASSE E 5 BREAK,2018.0,78868.0, Diesel, automatique,34660.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2019.0,164578.0, Diesel, mécanique,12060.0
LAND,LAND ROVER RANGE ROVER SPORT 2,2021.0,8245.0, Hybride essence électrique, automatique,136680.0
OPEL,OPEL CORSA 6,2021.0,8800.0, Electrique, automatique,27280.0
FIAT,FIAT DUCATO 3,2016.0,98280.0, Diesel, mécanique,17170.0
BMW,BMW SERIE 5 G31 TOURING,2019.0,115388.0, Diesel, automatique,38620.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2020.0,65805.0, Diesel, automatique,33190.0
BMW,BMW SERIE 3 F30,2018.0,74228.0, Diesel, automatique,21780.0
RENAULT,RENAULT CLIO 4,2019.0,43581.0, Diesel, mécanique,14500.0
DODGE,DODGE RAM,2022.0,21.0, Essence, automatique,71970.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) SW,2022.0,6758.0, Diesel, mécanique,28540.0
CHEVROLET,CHEVROLET C20,1972.0,27250.0, Essence, automatique,31500.0
PEUGEOT,PEUGEOT 208,2020.0,21226.0, Essence, automatique,19420.0
PEUGEOT,PEUGEOT 308,2010.0,144300.0, Essence, mécanique,6090.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2018.0,82620.0, Diesel, automatique,19590.0
RENAULT,RENAULT CAPTUR 2,2022.0,4815.0, Essence, automatique,26200.0
PEUGEOT,PEUGEOT 2008,2019.0,27822.0, Diesel, mécanique,19600.0
RENAULT,RENAULT CLIO 4 SOCIETE,2018.0,110179.0, Diesel, mécanique,8660.0
ALFA,ALFA ROMEO STELVIO,2020.0,106501.0, Diesel, automatique,33230.0
RENAULT,RENAULT CAPTUR,2018.0,104741.0, Diesel, mécanique,14250.0
CITROEN,CITROEN C4 (3E GENERATION),2022.0,1.0, Essence, mécanique,28510.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8,2022.0,62.0, Diesel, automatique,60140.0
PEUGEOT,PEUGEOT 308 (2E GENERATION),2017.0,129402.0, Diesel, mécanique,14380.0
LAND,LAND ROVER RANGE ROVER SPORT 2,2021.0,21090.0, Hybride essence électrique, automatique,113220.0
BMW,BMW SERIE 1 F20 5 PORTES,2019.0,84567.0, Diesel, automatique,20400.0
AUDI,AUDI A5 SPORTBACK (2E GENERATION),2021.0,24184.0, Diesel, automatique,48770.0
FORD,FORD FOCUS 4,2020.0,49433.0, Diesel, mécanique,20690.0
MERCEDES,MERCEDES CLASSE C 4,2020.0,32330.0, Hybride diesel électrique, automatique,49950.0
BMW,BMW SERIE 2 F23 CABRIOLET,2019.0,37145.0, Diesel, automatique,31570.0
TOYOTA,TOYOTA RAV 4,2022.0,8091.0, Hybride diesel électrique, automatique,40580.0
RENAULT,RENAULT CAPTUR 2,2022.0,12.0, Essence, mécanique,24090.0
PEUGEOT,PEUGEOT 308 (2E GENERATION) GTI,2018.0,140841.0, Essence, mécanique,24090.0
PORSCHE,PORSCHE BOXSTER TYPE 986,2002.0,81754.0, Essence, automatique,22360.0
FIAT,FIAT 500 X,2022.0,11.0, Essence, mécanique,20310.0
MAZDA,MAZDA MX5 (4E GENERATION) ST,2017.0,49145.0, Essence, mécanique,22450.0
FORD,FORD FOCUS 3 ST,2018.0,43530.0, Essence, mécanique,33020.0
TOYOTA,TOYOTA AURIS 2,2019.0,31011.0, Essence, mécanique,17100.0
CITROEN,CITROEN C1 (2E GENERATION),2020.0,43420.0, Essence, mécanique,9430.0
SMART,SMART FORFOUR 2,2017.0,47500.0, Essence, mécanique,11230.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2019.0,63231.0, Essence, mécanique,23610.0
MINI,MINI MINI 3 JCW 3P,2021.0,2310.0, Essence, automatique,59290.0
PEUGEOT,PEUGEOT 208,2015.0,127212.0, Essence, mécanique,7860.0
CITROEN,CITROEN SPACETOURER,2020.0,25145.0, Diesel, mécanique,32080.0
MAZDA,MAZDA CX-5 (2E GENERATION),2022.0,9920.0, Diesel, mécanique,47350.0
BMW,BMW I8 ROADSTER,2021.0,1344.0, Hybride essence électrique, automatique,152200.0
AUDI,AUDI A1 (2E GENERATION) SPORTBACK,2021.0,15240.0, Essence, automatique,29850.0
CITROEN,CITROEN C3 (3E GENERATION),2020.0,23252.0, Essence, mécanique,18380.0
PEUGEOT,PEUGEOT 208,2019.0,26875.0, Essence, mécanique,14540.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2017.0,52668.0, Essence, automatique,22580.0
SEAT,SEAT ATECA,2021.0,6250.0, Diesel, automatique,39350.0
RENAULT,RENAULT KADJAR,2020.0,32844.0, Diesel, mécanique,24380.0
PEUGEOT,PEUGEOT 207 SW,2014.0,100440.0, Essence, mécanique,9580.0
OPEL,OPEL CROSSLAND X,2021.0,27150.0, Diesel, automatique,23080.0
ALFA,ALFA ROMEO GIULIA 2,2018.0,49242.0, Essence, automatique,38280.0
NISSAN,NISSAN QASHQAI 2,2019.0,27843.0, Essence, mécanique,24780.0
BMW,BMW SERIE 1 F40,2022.0,6738.0, Essence, automatique,37720.0
CITROEN,CITROEN C3 (3E GENERATION),2020.0,46570.0, Essence, mécanique,15380.0
OPEL,OPEL CROSSLAND,2022.0,18.0, Diesel, mécanique,25580.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8,2022.0,13987.0, Diesel, automatique,45070.0
LAND,LAND ROVER RANGE ROVER VELAR,2022.0,9990.0, Diesel, automatique,85350.0
AUDI,AUDI A4 (5E GENERATION) AVANT,2022.0,25155.0, Diesel, automatique,47850.0
MERCEDES,MERCEDES CLA 2 SHOOTING BRAKE AMG,2020.0,39100.0, Essence, automatique,60830.0
FORD,FORD MUSTANG 5 COUPE,2011.0,29128.0, Essence, mécanique,62130.0
PORSCHE,PORSCHE BOXSTER 3 TYPE 981,2013.0,115330.0, Essence, automatique,47980.0
OPEL,OPEL CORSA 5,2020.0,12310.0, Essence, mécanique,13150.0
DACIA,DACIA LOGAN 2 MCV,2015.0,111384.0, Diesel, mécanique,11290.0
VOLVO,VOLVO XC40,2019.0,82500.0, Diesel, automatique,36280.0
MINI,MINI COUNTRYMAN 2,2019.0,35113.0, Essence, mécanique,32110.0
MERCEDES,MERCEDES CLASSE A 4,2020.0,100473.0, Diesel, automatique,30380.0
CHEVROLET,CHEVROLET CHEVY,1988.0,86559.0, Essence, automatique,27390.0
PEUGEOT,PEUGEOT 5008 (2E GENERATION),2020.0,29241.0, Diesel, automatique,45250.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2021.0,12313.0, Diesel, automatique,46100.0
VOLKSWAGEN,VOLKSWAGEN GOLF 6 CABRIOLET,2013.0,94873.0, Diesel, automatique,19700.0
SEAT,SEAT LEON 3 ST,2020.0,41256.0, Diesel, mécanique,19670.0
FORD,FORD FIESTA 5,2010.0,76678.0, Essence, mécanique,5780.0
CITROEN,CITROEN C3 (3E GENERATION),2021.0,9860.0, Essence, mécanique,17100.0
MERCEDES,MERCEDES CLASSE B 2,2017.0,106953.0, Diesel, automatique,19830.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2019.0,58231.0, Diesel, automatique,35830.0
BMW,BMW X1 F48,2019.0,60878.0, Diesel, automatique,32810.0
OPEL,OPEL GRANDLAND X,2021.0,7688.0, Hybride essence électrique, automatique,47720.0
CITROEN,CITROEN C4 (2E GENERATION),2016.0,163674.0, Diesel, mécanique,11140.0
OPEL,OPEL MOKKA 2,2022.0,3.0, Essence, automatique,29380.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,65608.0, Essence, mécanique,20630.0
DS,DS DS 7 CROSSBACK,2021.0,15210.0, Hybride essence électrique, automatique,58380.0
AUDI,AUDI Q5 (2E GENERATION),2018.0,85940.0, Diesel, automatique,38400.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2019.0,31866.0, Diesel, automatique,22540.0
MERCEDES,MERCEDES VITO 3,2021.0,77299.0, Diesel, automatique,44340.0
PEUGEOT,PEUGEOT 208,2020.0,83976.0, Essence, mécanique,10900.0
BMW,BMW SERIE 2 F45 ACTIVE TOURER,2019.0,81635.0, Diesel, mécanique,20320.0
MERCEDES,MERCEDES CLASSE A 4,2020.0,19127.0, Essence, automatique,39960.0
VOLKSWAGEN,VOLKSWAGEN TOUAREG,2009.0,171720.0, Diesel, automatique,15880.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2022.0,11.0, Diesel, automatique,32940.0
DACIA,DACIA DUSTER,2019.0,57050.0, Essence, mécanique,16950.0
DS,DS DS 3,2018.0,115745.0, Diesel, mécanique,13180.0
CITROEN,CITROEN C1 (2E GENERATION),2019.0,10243.0, Essence, mécanique,14870.0
AUDI,AUDI S4 AVANT (5E GENERATION),2018.0,111845.0, Essence, automatique,57980.0
RENAULT,RENAULT CAPTUR 2,2022.0,1.0, Essence, mécanique,29270.0
LEXUS,LEXUS UX,2021.0,37037.0, Hybride essence électrique, automatique,33480.0
RENAULT,RENAULT MEGANE 4,2020.0,53898.0, Diesel, mécanique,15940.0
RENAULT,RENAULT CLIO 5,2020.0,34691.0, Diesel, mécanique,20720.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2021.0,14225.0, Hybride essence électrique, automatique,41460.0
DS,DS DS 3 CROSSBACK,2022.0,7130.0, Essence, automatique,43680.0
AUDI,AUDI A4 (4E GENERATION) AVANT,2014.0,95779.0, Diesel, automatique,16260.0
PORSCHE,PORSCHE CAYENNE 2,2015.0,148676.0, Diesel, automatique,42020.0
FORD,FORD KUGA 2,2019.0,49123.0, Essence, mécanique,21480.0
DACIA,DACIA LOGAN 2 MCV,2018.0,91180.0, Essence, mécanique,11740.0
OPEL,OPEL CORSA 5,2019.0,36797.0, Essence, mécanique,12190.0
TESLA,TESLA MODEL X,2020.0,21480.0, Electrique, automatique,118680.0
PEUGEOT,PEUGEOT 308 (2E GENERATION),2019.0,139881.0, Diesel, automatique,17730.0
HYUNDAI,HYUNDAI I20 (3E GENERATION),2022.0,12300.0, Essence, mécanique,19040.0
RENAULT,RENAULT KADJAR,2019.0,49324.0, Diesel, mécanique,22210.0
FORD,FORD MUSTANG 6 CABRIOLET,2017.0,43585.0, Essence, automatique,53930.0
MERCEDES,MERCEDES GLC COUPE,2021.0,6944.0, Diesel, automatique,82440.0
OPEL,OPEL CROSSLAND X,2022.0,1.0, Essence, mécanique,19790.0
CITROEN,CITROEN C4 CACTUS,2020.0,27951.0, Essence, automatique,17790.0
OPEL,OPEL INSIGNIA,2015.0,125998.0, Diesel, mécanique,11380.0
AUDI,AUDI A4 (4E GENERATION),2011.0,150444.0, Essence, automatique,17240.0
KIA,KIA SPORTAGE 4,2018.0,85970.0, Diesel, mécanique,18300.0
BMW,BMW SERIE 3 G20,2020.0,78080.0, Diesel, automatique,41460.0
DACIA,DACIA DUSTER,2014.0,87904.0, Diesel, mécanique,15610.0
MERCEDES,MERCEDES CLASSE A 4,2022.0,14061.0, Hybride essence électrique, automatique,44630.0
SUBARU,SUBARU OUTBACK 3,2013.0,165850.0, Diesel, mécanique,12820.0
PEUGEOT,PEUGEOT 2008,2017.0,46785.0, Essence, mécanique,13110.0
CITROEN,CITROEN BERLINGO 2,2019.0,45554.0, Diesel, mécanique,17500.0
TOYOTA,TOYOTA C-HR,2022.0,6300.0, Hybride essence électrique, automatique,34110.0
MINI,MINI MINI 3 CLUBMAN,2019.0,53987.0, Diesel, automatique,29130.0
MERCEDES,MERCEDES CLASSE A 2,2012.0,196125.0, Diesel, automatique,7480.0
CITROEN,CITROEN C3 (3E GENERATION),2019.0,20667.0, Essence, mécanique,20950.0
PEUGEOT,PEUGEOT PARTNER 2 FOURGON,2017.0,128818.0, Diesel, mécanique,13550.0
HYUNDAI,HYUNDAI TUCSON 3,2019.0,117920.0, Diesel, automatique,17580.0
PEUGEOT,PEUGEOT 2008 (2E GENERATION),2022.0,12.0, Diesel, automatique,36710.0
FIAT,FIAT PANDA 3 4X4,2022.0,12.0, Essence, mécanique,22400.0
CITROEN,CITROEN JUMPY 3 FOURGON,2019.0,111165.0, Diesel, mécanique,23380.0
BMW,BMW X1 E84,2014.0,128800.0, Diesel, mécanique,16090.0
CITROEN,CITROEN C5 AIRCROSS,2022.0,13.0, Diesel, automatique,39980.0
MINI,MINI MINI 3 CABRIOLET,2017.0,123691.0, Diesel, automatique,23470.0
FIAT,FIAT 500 (2E GENERATION),2019.0,32376.0, Essence, mécanique,10810.0
VOLKSWAGEN,VOLKSWAGEN T-CROSS,2022.0,11246.0, Essence, mécanique,27820.0
CITROEN,CITROEN C3 (3E GENERATION),2020.0,47093.0, Essence, mécanique,13210.0
PEUGEOT,PEUGEOT EXPERT 2 FOURGON,2008.0,260780.0, Diesel, mécanique,9320.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2019.0,61315.0, Diesel, mécanique,22530.0
HYUNDAI,HYUNDAI I30 (3E GENERATION) SW,2020.0,127946.0, Diesel, mécanique,17360.0
MERCEDES,MERCEDES GLC,2018.0,131843.0, Diesel, automatique,40780.0
BMW,BMW X3 G01,2019.0,90008.0, Diesel, automatique,52340.0
PEUGEOT,PEUGEOT EXPERT 3 FOURGON,2019.0,66471.0, Diesel, automatique,31300.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2020.0,70428.0, Diesel, automatique,32110.0
PEUGEOT,PEUGEOT 3008,2013.0,154550.0, Diesel, mécanique,9580.0
MAZDA,MAZDA CX-30,2022.0,17.0, Essence, mécanique,29520.0
RENAULT,RENAULT CLIO 5,2022.0,123.0, Bicarburation essence GPL, mécanique,20030.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2022.0,5507.0, Essence, mécanique,22240.0
MAZDA,MAZDA MX5 (3E GENERATION),2011.0,88530.0, Essence, mécanique,19830.0
PORSCHE,PORSCHE 911 TYPE 997,2006.0,127440.0, Essence, mécanique,59290.0
AUDI,AUDI A5 (2E GENERATION),2020.0,24200.0, Diesel, automatique,50670.0
BMW,BMW SERIE 4 F33 CABRIOLET,2016.0,79343.0, Diesel, automatique,32220.0
DS,DS DS 5,2018.0,79135.0, Diesel, automatique,24970.0
DS,DS DS 7 CROSSBACK,2022.0,10778.0, Hybride essence électrique, automatique,55480.0
PORSCHE,PORSCHE CAYENNE 3 COUPE,2022.0,1140.0, Hybride essence électrique, automatique,162900.0
AUDI,AUDI TT 3 S ROADSTER,2017.0,65880.0, Essence, automatique,47450.0
DS,DS DS 4,2016.0,141250.0, Essence, mécanique,17480.0
FORD,FORD MUSTANG 6 CABRIOLET,2017.0,51886.0, Essence, automatique,55290.0
PORSCHE,PORSCHE 911 TYPE 992,2020.0,20034.0, Essence, automatique,171610.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2022.0,9490.0, Essence, mécanique,26230.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2019.0,48251.0, Diesel, automatique,29930.0
CITROEN,CITROEN C3 (2E GENERATION),2017.0,112749.0, Diesel, mécanique,9490.0
OPEL,OPEL GRANDLAND X,2021.0,7502.0, Hybride essence électrique, automatique,58490.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,25651.0, Essence, mécanique,22670.0
SUZUKI,SUZUKI SX4 S-CROSS,2018.0,75516.0, Essence, mécanique,21060.0
PEUGEOT,PEUGEOT 2008,2020.0,65058.0, Diesel, mécanique,18430.0
CITROEN,CITROEN C3 (3E GENERATION),2022.0,6924.0, Essence, mécanique,17380.0
CITROEN,CITROEN JUMPY 3 FOURGON,2020.0,115660.0, Diesel, automatique,31520.0
DS,DS DS 5,2019.0,49998.0, Diesel, mécanique,25350.0
PEUGEOT,PEUGEOT 308 (2E GENERATION),2018.0,67628.0, Diesel, mécanique,22120.0
DODGE,DODGE CHALLENGER 2,2013.0,77125.0, Essence, automatique,62370.0
PEUGEOT,PEUGEOT 2008,2020.0,31609.0, Diesel, mécanique,22240.0
AUDI,AUDI A3 (3E GENERATION) SPORTBACK,2020.0,11920.0, Essence, mécanique,28240.0
BMW,BMW SERIE 3 F30,2014.0,177666.0, Diesel, mécanique,16500.0
FIAT,FIAT 124 (2E GENERATION) SPIDER,2017.0,44588.0, Essence, mécanique,26430.0
HYUNDAI,HYUNDAI IX35,2012.0,138818.0, Diesel, mécanique,12520.0
AUDI,AUDI Q5 (2E GENERATION) SPORTBACK,2022.0,10350.0, Diesel, automatique,80150.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,33640.0, Essence, mécanique,19700.0
RENAULT,RENAULT CLIO 5,2022.0,11.0, Essence, mécanique,18510.0
MERCEDES,MERCEDES CLASSE A 4,2020.0,23751.0, Diesel, automatique,35680.0
RENAULT,RENAULT CAPTUR 2,2022.0,122.0, Essence, mécanique,24260.0
FIAT,FIAT 500 L,2019.0,35254.0, Essence, mécanique,12960.0
MAZDA,MAZDA CX-5 (2E GENERATION),2022.0,1170.0, Diesel, automatique,52530.0
RENAULT,RENAULT MEGANE 4,2021.0,27709.0, Diesel, automatique,20140.0
FORD,FORD ECOSPORT,2016.0,82320.0, Essence, mécanique,11860.0
CITROEN,CITROEN C3 (3E GENERATION),2022.0,12257.0, Essence, mécanique,16410.0
AUDI,AUDI Q2,2019.0,61270.0, Diesel, mécanique,24070.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,71794.0, Diesel, mécanique,17830.0
AUDI,AUDI Q2,2018.0,105788.0, Diesel, automatique,31610.0
AUDI,AUDI Q2,2018.0,76263.0, Diesel, automatique,27130.0
SEAT,SEAT LEON 2,2012.0,97684.0, Diesel, mécanique,13780.0
PORSCHE,PORSCHE MACAN,2020.0,20500.0, Essence, automatique,84740.0
OPEL,OPEL ASTRA 5 SPORTS TOURER,2019.0,42117.0, Essence, mécanique,19820.0
AUDI,AUDI A1,2013.0,116981.0, Diesel, mécanique,14980.0
AUDI,AUDI TT,2003.0,211894.0, Essence, mécanique,6320.0
RENAULT,RENAULT MASTER 3,2022.0,1.0, Diesel, mécanique,37140.0
VOLKSWAGEN,VOLKSWAGEN GOLF 7,2018.0,87350.0, Diesel, automatique,22060.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2022.0,10146.0, Essence, mécanique,22680.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2019.0,71870.0, Diesel, automatique,31700.0
MERCEDES,MERCEDES GLA 2,2022.0,19875.0, Essence, automatique,56110.0
FORD,FORD C-MAX 2,2019.0,72000.0, Diesel, automatique,20750.0
AUDI,AUDI A7 SPORTBACK,2016.0,177858.0, Diesel, automatique,32340.0
BMW,BMW SERIE 4 F32,2014.0,80013.0, Essence, mécanique,23000.0
KIA,KIA SPORTAGE 4,2020.0,47300.0, Diesel, automatique,34630.0
AUDI,AUDI A4 (5E GENERATION),2019.0,42706.0, Essence, automatique,30230.0
OPEL,OPEL MERIVA 2,2015.0,140750.0, Diesel, mécanique,9980.0
CUPRA,CUPRA FORMENTOR,2022.0,13250.0, Essence, automatique,38050.0
VOLVO,VOLVO S90 (2E GENERATION),2019.0,82687.0, Diesel, automatique,34770.0
OPEL,OPEL CROSSLAND X,2020.0,40128.0, Diesel, mécanique,19710.0
MERCEDES,MERCEDES CLASSE B 2,2019.0,34672.0, Diesel, mécanique,23750.0
VOLKSWAGEN,VOLKSWAGEN GOLF 8,2022.0,24.0, Essence, automatique,38100.0
RENAULT,RENAULT KADJAR,2019.0,119894.0, Diesel, automatique,16570.0
BMW,BMW X3 F25,2013.0,157038.0, Diesel, automatique,23710.0
MERCEDES,MERCEDES GLB,2021.0,17808.0, Essence, automatique,65500.0
CITROEN,CITROEN C4 (3E GENERATION),2022.0,4928.0, Essence, automatique,27580.0
AUDI,AUDI A3 (3E GENERATION) BERLINE,2017.0,104423.0, Essence, mécanique,18700.0
NISSAN,NISSAN CABSTAR,2012.0,75600.0, Diesel, mécanique,22680.0
CITROEN,CITROEN C4 (2E GENERATION),2018.0,72710.0, Diesel, automatique,15880.0
CITROEN,CITROEN C4 (3E GENERATION),2022.0,11.0, Essence, automatique,29360.0
BMW,BMW SERIE 1 F40,2021.0,21288.0, Diesel, automatique,44320.0
VOLKSWAGEN,VOLKSWAGEN T-ROC,2022.0,16436.0, Essence, mécanique,31230.0
BMW,BMW X2 F39,2021.0,23604.0, Diesel, automatique,40770.0
PEUGEOT,PEUGEOT 108,2019.0,19856.0, Essence, mécanique,12270.0
MERCEDES,MERCEDES GLC COUPE,2018.0,79213.0, Diesel, automatique,61240.0
DS,DS DS 7 CROSSBACK,2022.0,14063.0, Hybride essence électrique, automatique,62700.0
CITROEN,CITROEN C3 (3E GENERATION),2018.0,78199.0, Diesel, mécanique,15270.0
DS,DS DS 9,2022.0,34955.0, Hybride essence électrique, automatique,61410.0
MINI,MINI COUNTRYMAN 2,2019.0,44287.0, Diesel, mécanique,27000.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2,2019.0,76442.0, Diesel, mécanique,27720.0
VOLKSWAGEN,VOLKSWAGEN T-ROC,2019.0,25864.0, Diesel, automatique,38110.0
PEUGEOT,PEUGEOT 3008 (2E GENERATION),2020.0,100738.0, Diesel, mécanique,23740.0
OPEL,OPEL CORSA 6,2021.0,1015.0, Essence, mécanique,18430.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,72349.0, Diesel, automatique,20630.0
VOLKSWAGEN,VOLKSWAGEN TIGUAN 2 ALLSPACE,2019.0,111634.0, Diesel, automatique,33580.0
JEEP,JEEP RENEGADE,2021.0,42000.0, Diesel, automatique,28300.0
MAZDA,MAZDA MX5 (4E GENERATION),2018.0,38119.0, Essence, mécanique,24330.0
LAND,LAND ROVER RANGE ROVER EVOQUE,2018.0,83169.0, Diesel, mécanique,27980.0
AUDI,AUDI S5 CABRIOLET,2012.0,141680.0, Essence, automatique,26860.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,9228.0, Essence, mécanique,26060.0
LAND,LAND ROVER RANGE ROVER EVOQUE 2,2020.0,47125.0, Diesel, automatique,66230.0
RENAULT,RENAULT CAPTUR 2,2022.0,12.0, Essence, mécanique,21830.0
DACIA,DACIA SANDERO 2,2020.0,570.0, Essence, mécanique,11970.0
MERCEDES,MERCEDES CLASSE C 3 SW,2010.0,230535.0, Diesel, mécanique,9790.0
MERCEDES-AMG,MERCEDES-AMG GT,2020.0,70406.0, Essence, automatique,144870.0
PEUGEOT,PEUGEOT 2008,2018.0,42465.0, Diesel, mécanique,18430.0
PEUGEOT,PEUGEOT 2008,2020.0,30169.0, Essence, automatique,20500.0
AUDI,AUDI SQ5,2016.0,109347.0, Diesel, automatique,37270.0
DS,DS DS 7 CROSSBACK,2022.0,11.0, Hybride essence électrique, automatique,60400.0
MERCEDES,MERCEDES SL,1988.0,106950.0, Essence, automatique,32080.0
MINI,MINI MINI 3 3P,2018.0,79161.0, Diesel, mécanique,20860.0
MERCEDES,MERCEDES GLS,2017.0,68384.0, Diesel, automatique,68380.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,97200.0, Diesel, automatique,17980.0
RENAULT,RENAULT CAPTUR 2,2022.0,1.0, Essence, mécanique,29780.0
RENAULT,RENAULT TRAFIC 3 COMBI,2017.0,61566.0, Diesel, mécanique,27920.0
BMW,BMW X5 F15,2018.0,73148.0, Diesel, automatique,55200.0
MINI,MINI MINI 3 5P,2020.0,27532.0, Essence, automatique,32340.0
PEUGEOT,PEUGEOT 208,2019.0,64531.0, Essence, mécanique,13790.0
CITROEN,CITROEN C3 (3E GENERATION),2019.0,63812.0, Essence, mécanique,12960.0
PORSCHE,PORSCHE 911,2020.0,7748.0, Essence, automatique,171000.0
TOYOTA,TOYOTA YARIS 4,2022.0,12.0, Hybride essence électrique, automatique,24170.0
RENAULT,RENAULT CAPTUR 2,2022.0,12.0, Essence, automatique,32260.0
CITROEN,CITROEN C3 ENTREPRISE (3E GENERATION),2019.0,67860.0, Diesel, mécanique,12060.0
HYUNDAI,HYUNDAI I20 (3E GENERATION),2021.0,5929.0, Essence, automatique,21170.0
BMW,BMW SERIE 3 GT F34,2015.0,166656.0, Diesel, automatique,23250.0
LAND,LAND ROVER RANGE ROVER EVOQUE 2,2020.0,28467.0, Hybride diesel électrique, automatique,53160.0
DODGE,DODGE RAM,2020.0,4774.0, Bicarburation essence GPL, automatique,88610.0
PORSCHE,PORSCHE 911 TYPE 911,1979.0,278802.0, Essence, mécanique,56680.0
MERCEDES,MERCEDES CLASSE A 4,2021.0,24528.0, Diesel, automatique,34440.0
ASTON,ASTON MARTIN V8 VANTAGE,2015.0,39050.0, Essence, automatique,96780.0
PEUGEOT,PEUGEOT 208 (2E GENERATION),2021.0,21136.0, Essence, mécanique,20580.0
SEAT,SEAT LEON 3,2021.0,16588.0, Essence, mécanique,20860.0
MERCEDES,MERCEDES CLASSE E 5 COUPE,2019.0,63189.0, Diesel, automatique,52320.0
DACIA,DACIA DUSTER 2,2022.0,4942.0, Diesel, mécanique,22190.0
CITROEN,CITROEN C3 AIRCROSS,2020.0,36905.0, Essence, mécanique,18240.0
AUDI,AUDI TT 3 S,2017.0,71500.0, Essence, automatique,49970.0
VOLKSWAGEN,VOLKSWAGEN POLO 5,2017.0,27723.0, Essence, automatique,15610.0
MERCEDES,MERCEDES CLASSE C 4,2020.0,34020.0, Hybride diesel électrique, automatique,49660.0
